from_newsgroup,to_newsgroup,number_of_references,references_from_newsgroup,references_out_of_newsgroup
no.marked,no.elektronikk,130,4847,1840
no.marked,no.mail.diverse,130,4847,1840
no.general,no.alt.motorsykler,129,47032,13121
no.mac,no.linux,129,11681,1053
no.prat.seksualitet,unknown,129,2367,181
no.linux,no.mail.diverse,128,8833,1209
no.jus,no.marked,127,5232,1998
no.linux,no.mac,127,8833,1209
no.sykkel,no.alt.frustrasjoner,127,2152,284
no.alt.diskusjoner,no.marked,126,10536,4821
no.alt.diskusjoner,no.pc,126,10536,4821
no.kjemi,no.litteratur,126,830,350
no.mail.diverse,no.net,126,1099,512
no.musikk,no.multimedia,126,15532,1497
no.alt.frustrasjoner,no.alt.flame,125,21167,4522
no.mail.diverse,no.linux,125,1099,512
no.marked.data,no.ms-windows,124,4910,1299
no.general,no.c,123,47032,13121
no.net,no.mail.diverse,123,1110,523
no.stortinget,no.prat.politikk,123,1495,626
no.alt.diskusjoner,no.alt.flame,122,10536,4821
no.alt.frustrasjoner,no.sykkel,122,21167,4522
no.ms-windows,no.marked,122,4123,936
no.prat.politikk,unknown,122,2527,1425
no.kjemi,no.marked,121,830,350
no.litteratur,no.kjemi,121,2060,485
no.linux,no.multimedia,119,8833,1209
no.mail.drift,no.marked,119,307,207
no.marked,no.kjemi,119,4847,1840
no.linux,no.litteratur,118,8833,1209
no.litteratur,no.multimedia,118,2060,485
no.mac,no.mail.drift,118,11681,1053
no.mac,no.news.diverse,118,11681,1053
no.marked,no.mail.drift,118,4847,1840
no.multimedia,no.litteratur,118,954,581
no.psykologi,no.general,118,1209,553
no.kjemi,no.mail.diverse,117,830,350
no.kjemi,no.mail.drift,117,830,350
no.litteratur,no.marked,117,2060,485
no.mac,no.litteratur,117,11681,1053
no.mail.drift,no.mac,117,307,207
no.marked,no.litteratur,117,4847,1840
no.multimedia,no.linux,117,954,581
no.psykologi,no.religion,117,1209,553
no.mail.drift,no.kjemi,116,307,207
no.marked,no.ms-windows,116,4847,1840
no.multimedia,no.marked.data,116,954,581
no.litteratur,no.linux,115,2060,485
no.mac,no.mail.diverse,115,11681,1053
no.mail.diverse,no.kjemi,115,1099,512
no.prat.narkotika,no.general,115,1591,613
no.radio-tv,no.film,115,2524,676
no.alt.tegneserier,no.general,114,1182,354
no.embnet,no.c,114,178,157
no.kjemi,no.linux,114,830,350
no.linux,no.kjemi,114,8833,1209
no.litteratur,no.mac,114,2060,485
no.mail.drift,no.linux,114,307,207
no.ef,no.embnet,113,866,633
no.mail.diverse,no.mac,113,1099,512
no.audio,no.elektronikk,112,4947,852
no.c,no.embnet,112,1412,303
no.embnet,no.ef,112,178,157
no.linux,no.mail.drift,112,8833,1209
no.mac,no.kjemi,112,11681,1053
no.marked.data,no.multimedia,112,4910,1299
no.org.efn.diskusjon,no.jus,112,869,491
no.alt.gledesutbrudd,no.alt.diskusjoner,111,6405,1220
no.kjemi,no.mac,111,830,350
no.org.efn.diskusjon,no.irc,111,869,491
no.irc,no.org.efn.diskusjon,110,3970,1022
no.multimedia,no.musikk,110,954,581
no.pc,no.alt.diskusjoner,110,12883,2791
no.elektronikk,no.audio,109,1832,584
no.mail.drift,no.litteratur,109,307,207
no.litteratur,no.mail.diverse,108,2060,485
no.litteratur,no.mail.drift,108,2060,485
no.mail.diverse,no.litteratur,108,1099,512
no.mail.diverse,no.multimedia,108,1099,512
no.mail.diverse,no.news.diverse,108,1099,512
no.marked,no.jus,108,4847,1840
no.multimedia,no.mail.diverse,108,954,581
no.elektronikk,unknown,107,1832,584
no.pc,no.vitser,107,12883,2791
no.bil,no.elektronikk,106,3441,496
no.general,no.marked.jobb,105,47032,13121
no.litteratur,unknown,105,2060,485
no.religion,no.psykologi,105,14266,2206
no.spill,no.general,105,5773,631
no.spill,no.marked,105,5773,631
no.elektronikk,no.bil,104,1832,584
no.mail.drift,no.multimedia,104,307,207
no.marked,no.alt.diskusjoner,104,4847,1840
no.marked,no.net,104,4847,1840
no.net,no.marked,104,1110,523
no.general,no.radio_tv,103,47032,13121
no.multimedia,no.mail.drift,103,954,581
no.sykkel,unknown,103,2152,284
no.c,no.general,102,1412,303
no.jus,no.musikk,102,5232,1998
no.kjemi,no.multimedia,102,830,350
no.marked,no.alt.frustrasjoner,102,4847,1840
no.marked,no.spill,102,4847,1840
no.prat.narkotika,no.prat.politikk,102,1591,613
no.amiga,unknown,101,2054,166
no.general,no.prat.narkotika,101,47032,13121
no.kjemi,no.medisin,101,830,350
no.jus,no.mail.diverse,100,5232,1998
no.multimedia,no.kjemi,100,954,581
no.prat.narkotika,no.alt.diskusjoner,100,1591,613
no.test,unknown,100,1148,154
no.alt.diskusjoner,no.prat.politikk,99,10536,4821
no.general,no.spill,99,47032,13121
no.multimedia,no.marked.jobb,99,954,581
no.biz.annonser,no.biz.annonser.data,98,746,501
no.jus,no.linux,98,5232,1998
no.marked.jobb,no.multimedia,98,766,318
no.norsk,no.news.diverse,98,11325,2296
no.medisin,no.kjemi,97,880,278
no.alt.frustrasjoner,no.alt.mat,96,21167,4522
no.irc,no.havforskning,96,3970,1022
no.jus,no.norsk,96,5232,1998
no.musikk,no.mac,95,15532,1497
no.radio_tv,no.general,95,909,244
no.alt.tegneserier,unknown,94,1182,354
no.biz.annonser.data,no.biz.annonser,94,276,193
no.unix,no.general,94,2325,766
no.vitser,no.general,94,4950,665
no.alt.diskusjoner,no.multimedia,93,10536,4821
no.alt.tegneserier,no.film,93,1182,354
no.embnet,no.havforskning,93,178,157
no.general,no.psykologi,93,47032,13121
no.havforskning,no.embnet,93,243,165
no.news.diverse,no.norsk,93,6024,2109
no.c,unknown,92,1412,303
no.havforskning,no.c,92,243,165
no.havforskning,no.irc,92,243,165
no.kjemi,no.alt.diskusjoner,92,830,350
no.news.diverse,no.marked,92,6024,2109
no.prat.politikk,no.prat.narkotika,92,2527,1425
no.c,no.havforskning,91,1412,303
no.ef,no.havforskning,91,866,633
no.general,no.news.drift,91,47032,13121
no.lisp,no.general,91,373,193
no.news.diverse,no.news.drift,91,6024,2109
no.alt.frustrasjoner,no.elektronikk,90,21167,4522
no.embnet,no.film,90,178,157
no.general,no.alt.tegneserier,90,47032,13121
no.havforskning,no.ef,90,243,165
no.linux,no.jus,90,8833,1209
no.mac,no.marked.jobb,90,11681,1053
no.news.diverse,no.musikk,90,6024,2109
no.alt.diskusjoner,no.net,89,10536,4821
no.alt.diskusjoner,no.norsk,89,10536,4821
no.alt.flame,no.spill,89,16830,5387
no.alt.mat,no.alt.frustrasjoner,89,2055,461
no.alt.motorsykler,no.elektronikk,89,26896,1305
no.film,no.c,89,6949,1035
no.film,no.embnet,89,6949,1035
no.general,no.linux,89,47032,13121
no.irc,no.c,89,3970,1022
no.irc,no.embnet,89,3970,1022
no.marked.jobb,no.general,89,766,318
no.multimedia,no.net,89,954,581
no.net,no.multimedia,89,1110,523
no.vitser,no.alt.diskusjoner,89,4950,665
no.alt.diskusjoner,no.vitser,88,10536,4821
no.alt.flame,no.musikk,88,16830,5387
no.c,no.film,88,1412,303
no.ef,no.film,88,866,633
no.irc,no.film,88,3970,1022
no.mac,no.musikk,88,11681,1053
no.marked.jobb,no.mac,88,766,318
no.psykologi,unknown,88,1209,553
no.alkohol,no.stortinget,87,2049,918
no.alt.diskusjoner,no.alt.gledesutbrudd,87,10536,4821
no.film,no.irc,87,6949,1035
no.film,no.musikk,87,6949,1035
no.uninett.skole,no.general,87,404,145
no.vitser,no.pc,87,4950,665
no.embnet,no.irc,86,178,157
no.film,no.alt.tegneserier,86,6949,1035
no.film,no.ef,86,6949,1035
no.general,no.embnet,86,47032,13121
no.irc,no.ef,86,3970,1022
no.mail.diverse,no.jus,86,1099,512
no.stortinget,no.alkohol,86,1495,626
no.film,no.radio-tv,85,6949,1035
no.general,no.biz.annonser,85,47032,13121
no.general,no.uninett.skole,85,47032,13121
no.c,no.irc,84,1412,303
no.ef,no.irc,84,866,633
no.film,no.havforskning,84,6949,1035
no.havforskning,no.film,84,243,165
no.jus,no.kjemi,84,5232,1998
no.film,no.marked,83,6949,1035
no.musikk,no.film,83,15532,1497
no.musikk,no.jus,83,15532,1497
no.news.diverse,no.sport.diverse,83,6024,2109
no.alt.frustrasjoner,no.net,82,21167,4522
no.jus,no.net,82,5232,1998
no.marked,no.film,82,4847,1840
no.marked.jobb,no.mail.diverse,82,766,318
no.multimedia,no.alt.diskusjoner,82,954,581
no.kjemi,no.jus,81,830,350
no.mac,no.net,81,11681,1053
no.mail.diverse,no.marked.jobb,81,1099,512
no.marked.jobb,no.litteratur,81,766,318
no.news.diverse,no.pc,81,6024,2109
no.alt.config,no.news.diverse,80,451,283
no.alt.mat,unknown,80,2055,461
no.linux,no.marked.jobb,80,8833,1209
no.litteratur,no.marked.jobb,80,2060,485
no.mail.drift,no.marked.jobb,80,307,207
no.marked.jobb,no.mail.drift,80,766,318
no.net,no.alt.diskusjoner,80,1110,523
no.news.diverse,no.www,80,6024,2109
no.tele,no.alt.diskusjoner,80,3203,694
no.jus,no.litteratur,79,5232,1998
no.kjemi,no.havforskning,79,830,350
no.mail.diverse,unknown,79,1099,512
no.ms-windows,no.multimedia,79,4123,936
no.musikk,no.linux,79,15532,1497
no.net,no.mac,79,1110,523
no.news.diverse,no.alt.config,79,6024,2109
no.news.drift,no.general,79,345,185
no.norsk,no.litteratur,79,11325,2296
no.prat.narkotika,unknown,79,1591,613
no.unix,no.pc,79,2325,766
no.elektronikk,no.alt.motorsykler,78,1832,584
no.kjemi,no.marked.jobb,78,830,350
no.linux,no.irc,78,8833,1209
no.mac,no.general,78,11681,1053
no.mail.drift,no.net,78,307,207
no.marked.jobb,no.linux,78,766,318
no.net,no.jus,78,1110,523
no.net,no.mail.drift,78,1110,523
no.pc,no.net,78,12883,2791
no.alt.diskusjoner,no.kjemi,77,10536,4821
no.alt.gledesutbrudd,no.alt.mat,77,6405,1220
no.havforskning,no.kjemi,77,243,165
no.musikk,no.marked.data,77,15532,1497
no.alt.mat,no.alt.diskusjoner,76,2055,461
no.alt.motorsykler,no.alt.diskusjoner,76,26896,1305
no.general,no.elektronikk,76,47032,13121
no.jus,no.pc,76,5232,1998
no.alt.config,no.alt.frustrasjoner,75,451,283
no.alt.diskusjoner,no.elektronikk,75,10536,4821
no.audio,no.c,75,4947,852
no.general,no.www,75,47032,13121
no.jus,no.mail.drift,75,5232,1998
no.linux,no.musikk,75,8833,1209
no.litteratur,no.film,75,2060,485
no.marked.jobb,no.kjemi,75,766,318
no.marked.jobb,no.marked.data,75,766,318
no.multimedia,no.ms-windows,75,954,581
no.musikk,no.news.diverse,75,15532,1497
no.norsk,no.marked,75,11325,2296
no.norsk,no.stortinget,75,11325,2296
no.alt.config,no.general,74,451,283
no.alt.tegneserier,no.c,74,1182,354
no.audio,no.ef,74,4947,852
no.bil,no.marked,74,3441,496
no.c,no.audio,74,1412,303
no.ef,no.audio,74,866,633
no.elektronikk,no.alt.frustrasjoner,74,1832,584
no.general,no.kjemi,74,47032,13121
no.irc,no.linux,74,3970,1022
no.litteratur,no.jus,74,2060,485
no.litteratur,no.norsk,74,2060,485
no.marked.data,no.marked.jobb,74,4910,1299
no.marked.data,no.musikk,74,4910,1299
no.news.diverse,no.jus,74,6024,2109
no.news.diverse,no.kjemi,74,6024,2109
no.news.diverse,no.net,74,6024,2109
no.news.diverse,no.telepost,74,6024,2109
no.alt.mat,no.alt.gledesutbrudd,73,2055,461
no.alt.tegneserier,no.ef,73,1182,354
no.alt.tegneserier,no.embnet,73,1182,354
no.jus,no.mac,73,5232,1998
no.news.diverse,no.linux,73,6024,2109
no.spill,no.multimedia,73,5773,631
no.alt.frustrasjoner,no.alt.config,72,21167,4522
no.audio,no.marked.data,72,4947,852
no.c,no.alt.tegneserier,72,1412,303
no.ef,no.alt.tegneserier,72,866,633
no.general,no.havforskning,72,47032,13121
no.irc,no.marked,72,3970,1022
no.marked,no.vitser,72,4847,1840
no.news.drift,no.net,72,345,185
no.alt.frustrasjoner,no.alt.motorsykler,71,21167,4522
no.audio,no.embnet,71,4947,852
no.biz.nettilbydere,no.tele,71,479,145
no.elektronikk,no.general,71,1832,584
no.embnet,no.alt.tegneserier,71,178,157
no.general,no.sport.diverse,71,47032,13121
no.it.emacs,no.general,71,708,143
no.kjemi,no.net,71,830,350
no.medisin,no.alt.diskusjoner,71,880,278
no.multimedia,no.spill,71,954,581
no.norsk,no.pc,71,11325,2296
no.prat.politikk,no.religion,71,2527,1425
no.telepost,no.news.diverse,71,537,316
no.embnet,no.audio,70,178,157
no.general,no.mac,70,47032,13121
no.mac,no.jus,70,11681,1053
no.net,no.news.drift,70,1110,523
no.alt.tegneserier,no.audio,69,1182,354
no.audio,no.alt.tegneserier,69,4947,852
no.ef,unknown,69,866,633
no.elektronikk,no.alt.diskusjoner,69,1832,584
no.general,no.marked.data,69,47032,13121
no.jus,no.religion,69,5232,1998
no.net,no.kjemi,69,1110,523
no.net,no.pc,69,1110,523
no.www,unknown,69,2032,312
no.alt.diskusjoner,no.alt.motorsykler,68,10536,4821
no.alt.frustrasjoner,no.alkohol,68,21167,4522
no.embnet,no.general,68,178,157
no.jus,no.havforskning,68,5232,1998
no.mail.drift,no.jus,68,307,207
no.musikk,no.litteratur,68,15532,1497
no.news.drift,no.news.diverse,68,345,185
no.pc,no.jus,68,12883,2791
no.spill,no.ms-windows,68,5773,631
no.alt.diskusjoner,no.audio,67,10536,4821
no.audio,no.alt.diskusjoner,67,4947,852
no.film,no.litteratur,67,6949,1035
no.litteratur,no.musikk,67,2060,485
no.marked,no.bil,67,4847,1840
no.marked.data,no.audio,67,4910,1299
no.news.diverse,no.mail.drift,67,6024,2109
no.pc,no.unix,67,12883,2791
no.tele,no.biz.nettilbydere,67,3203,694
no.video,no.audio,67,216,116
no.vitser,no.marked,67,4950,665
no.alt.config,no.alt.motorsykler,66,451,283
no.alt.diskusjoner,no.alt.config,66,10536,4821
no.alt.frustrasjoner,no.radio-tv,66,21167,4522
no.marked,no.irc,66,4847,1840
no.ms-windows,no.spill,66,4123,936
no.alt.frustrasjoner,no.linux,65,21167,4522
no.alt.motorsykler,no.marked,65,26896,1305
no.biz.annonser,no.general,65,746,501
no.havforskning,no.jus,65,243,165
no.marked,no.medisin,65,4847,1840
no.marked,no.musikk.gitar,65,4847,1840
no.marked,no.norsk,65,4847,1840
no.net,no.news.diverse,65,1110,523
no.news.diverse,no.multimedia,65,6024,2109
no.news.diverse,no.slekt,65,6024,2109
no.sport.diverse,no.general,65,3164,378
no.general,no.vitser,64,47032,13121
no.medisin,no.marked,64,880,278
no.musikk.gitar,no.marked,64,910,220
no.alt.motorsykler,no.alt.frustrasjoner,63,26896,1305
no.jus,no.multimedia,63,5232,1998
no.net,no.alt.frustrasjoner,63,1110,523
no.pc,no.mail.diverse,63,12883,2791
no.tele,no.marked,63,3203,694
no.elektronikk,no.vitser,62,1832,584
no.it.diverse,no.pc,62,330,168
no.linux,no.c,62,8833,1209
no.mac,no.irc,62,11681,1053
no.pc,no.it.diverse,62,12883,2791
no.vitser,no.elektronikk,62,4950,665
no.alkohol,no.alt.config,61,2049,918
no.alkohol,no.alt.frustrasjoner,61,2049,918
no.alt.diskusjoner,no.tele,61,10536,4821
no.alt.god.jul,no.ef,61,399,231
no.alt.motorsykler,no.alt.gledesutbrudd,61,26896,1305
no.general,no.lisp,61,47032,13121
no.litteratur,no.net,61,2060,485
no.musikk,no.mail.diverse,61,15532,1497
no.musikk,no.mail.drift,61,15532,1497
no.net,no.litteratur,61,1110,523
no.religion,no.prat.politikk,61,14266,2206
no.sport.fotball,unknown,61,1348,75
no.alt.frustrasjoner,no.musikk,60,21167,4522
no.biz.annonser,no.pc,60,746,501
no.ef,no.alt.god.jul,60,866,633
no.elektronikk,no.multimedia,60,1832,584
no.jus,no.news.diverse,60,5232,1998
no.mac,no.ef,60,11681,1053
no.net,no.c,60,1110,523
no.net,no.ef,60,1110,523
no.net,no.norsk,60,1110,523
no.pc,no.biz.annonser,60,12883,2791
no.slekt,no.news.diverse,60,2669,367
no.tegnsett,no.general,60,313,139
no.ef,no.mac,59,866,633
no.irc,no.kjemi,59,3970,1022
no.irc,no.mac,59,3970,1022
no.jus,no.ef,59,5232,1998
no.jus,no.marked.data,59,5232,1998
no.linux,no.medisin,59,8833,1209
no.marked,no.biz.annonser.data,59,4847,1840
no.marked.jobb,unknown,59,766,318
no.medisin,no.litteratur,59,880,278
no.medisin,no.multimedia,59,880,278
no.multimedia,no.jus,59,954,581
no.multimedia,no.medisin,59,954,581
no.musikk,no.kjemi,59,15532,1497
no.norsk,no.linux,59,11325,2296
no.norsk,no.musikk,59,11325,2296
no.org.efn.diskusjon,unknown,59,869,491
no.alt.diskusjoner,no.medisin,58,10536,4821
no.alt.god.jul,no.multimedia,58,399,231
no.alt.tegneserier,no.havforskning,58,1182,354
no.biz.annonser.data,no.marked,58,276,193
no.litteratur,no.medisin,58,2060,485
no.mail.diverse,no.pc,58,1099,512
no.pc,no.news.diverse,58,12883,2791
no.radio-tv,no.alt.god.jul,58,2524,676
no.sport.diverse,no.news.diverse,58,3164,378
no.tele,no.pc,58,3203,694
no.alt.config,no.alkohol,57,451,283
no.c,no.net,57,1412,303
no.ef,no.jus,57,866,633
no.ef,no.multimedia,57,866,633
no.ef,no.net,57,866,633
no.irc,no.musikk,57,3970,1022
no.kjemi,no.general,57,830,350
no.medisin,no.linux,57,880,278
no.multimedia,no.elektronikk,57,954,581
no.musikk,no.net,57,15532,1497
no.net,no.musikk.gitar,57,1110,523
no.alt.diskusjoner,no.alt.mat,56,10536,4821
no.alt.flame,no.news.diverse,56,16830,5387
no.alt.flame,no.pc,56,16830,5387
no.alt.gledesutbrudd,no.alt.motorsykler,56,6405,1220
no.havforskning,no.alt.tegneserier,56,243,165
no.jus,no.embnet,56,5232,1998
no.jus,no.musikk.gitar,56,5232,1998
no.kjemi,no.musikk.gitar,56,830,350
no.litteratur,no.alt.diskusjoner,56,2060,485
no.marked.data,no.general,56,4910,1299
no.multimedia,no.musikk.gitar,56,954,581
no.musikk.gitar,no.net,56,910,220
no.net,no.musikk,56,1110,523
no.norsk,no.net,56,11325,2296
no.radio-tv,no.alt.frustrasjoner,56,2524,676
no.radio_tv,unknown,56,909,244
no.video,no.film,56,216,116
no.www,no.ms-windows,56,2032,312
no.alt.config,no.alt.diskusjoner,55,451,283
no.alt.diskusjoner,no.litteratur,55,10536,4821
no.alt.irc-treff,unknown,55,687,171
no.c,no.linux,55,1412,303
no.jus,no.c,55,5232,1998
no.kjemi,no.irc,55,830,350
no.kjemi,no.musikk,55,830,350
no.linux,no.marked.data,55,8833,1209
no.mac,no.musikk.gitar,55,11681,1053
no.multimedia,no.alt.god.jul,55,954,581
no.musikk.gitar,no.multimedia,55,910,220
no.alt.god.jul,no.mac,54,399,231
no.audio,no.havforskning,54,4947,852
no.audio,no.mac,54,4947,852
no.irc,no.audio,54,3970,1022
no.irc,no.litteratur,54,3970,1022
no.linux,no.musikk.gitar,54,8833,1209
no.linux,no.norsk,54,8833,1209
no.litteratur,no.musikk.gitar,54,2060,485
no.mac,no.alt.god.jul,54,11681,1053
no.mail.diverse,no.musikk.gitar,54,1099,512
no.mail.drift,no.musikk.gitar,54,307,207
no.mswindow,no.pc,54,362,78
no.multimedia,no.ef,54,954,581
no.musikk,no.irc,54,15532,1497
no.net,unknown,54,1110,523
no.tele,no.alt.frustrasjoner,54,3203,694
no.ai,no.psykologi,53,158,118
no.alt.frustrasjoner,no.mail.diverse,53,21167,4522
no.c,no.jus,53,1412,303
no.embnet,no.jus,53,178,157
no.general,no.ai,53,47032,13121
no.general,no.bil,53,47032,13121
no.havforskning,no.general,53,243,165
no.havforskning,no.linux,53,243,165
no.irc,no.mail.diverse,53,3970,1022
no.lisp,no.perl,53,373,193
no.mail.diverse,no.musikk,53,1099,512
no.mail.drift,no.musikk,53,307,207
no.marked,no.alt.motorsykler,53,4847,1840
no.marked.data,no.jus,53,4910,1299
no.marked.data,no.linux,53,4910,1299
no.multimedia,unknown,53,954,581
no.musikk.gitar,no.jus,53,910,220
no.musikk.gitar,no.kjemi,53,910,220
no.musikk.gitar,no.linux,53,910,220
no.musikk.gitar,no.litteratur,53,910,220
no.musikk.gitar,no.mac,53,910,220
no.musikk.gitar,no.mail.diverse,53,910,220
no.musikk.gitar,no.mail.drift,53,910,220
no.psykologi,no.ai,53,1209,553
no.radio_tv,no.multimedia,53,909,244
no.alt.flame,no.net,52,16830,5387
no.alt.frustrasjoner,no.irc,52,21167,4522
no.alt.frustrasjoner,no.radio_tv,52,21167,4522
no.alt.katter,no.alt.motorsykler,52,1001,143
no.alt.mat.drikke,no.alt.mat,52,467,164
no.alt.tegneserier,no.marked,52,1182,354
no.audio,no.irc,52,4947,852
no.audio,no.video,52,4947,852
no.jus,no.audio,52,5232,1998
no.jus,no.bil,52,5232,1998
no.linux,no.havforskning,52,8833,1209
no.mac,no.audio,52,11681,1053
no.mac,no.havforskning,52,11681,1053
no.pc,no.mswindow,52,12883,2791
no.www,no.pc,52,2032,312
no.alt.flame,no.alt.gledesutbrudd,51,16830,5387
no.alt.irc-treff,no.alt.irctreff,51,687,171
no.alt.mat,no.alt.mat.drikke,51,2055,461
no.audio,no.jus,51,4947,852
no.film,no.marked.data,51,6949,1035
no.havforskning,no.audio,51,243,165
no.havforskning,no.litteratur,51,243,165
no.havforskning,no.mac,51,243,165
no.irc,no.mail.drift,51,3970,1022
no.irc,no.net,51,3970,1022
no.marked.jobb,no.medisin,51,766,318
no.multimedia,no.radio_tv,51,954,581
no.radio-tv,no.elektronikk,51,2524,676
no.www,no.general,51,2032,312
no.alt.diskusjoner,no.mail.diverse,50,10536,4821
no.alt.tegneserier,no.norsk,50,1182,354
no.bil,no.jus,50,3441,496
no.havforskning,no.marked,50,243,165
no.irc,no.alt.tegneserier,50,3970,1022
no.jus,no.alt.tegneserier,50,5232,1998
no.linux,no.alt.frustrasjoner,50,8833,1209
no.linux,no.ef,50,8833,1209
no.litteratur,no.havforskning,50,2060,485
no.marked,no.alt.tegneserier,50,4847,1840
no.multimedia,no.norsk,50,954,581
no.net,no.irc,50,1110,523
no.news.diverse,no.litteratur,50,6024,2109
no.norsk,no.irc,50,11325,2296
no.pc,no.biz.annonser.data,50,12883,2791
no.ai,no.general,49,158,118
no.alt.diskusjoner,no.alt.arkiv,49,10536,4821
no.alt.flame,no.vitser,49,16830,5387
no.alt.gledesutbrudd,no.musikk,49,6405,1220
no.alt.tegneserier,no.jus,49,1182,354
no.elektronikk,no.mac,49,1832,584
no.film,no.alt.gledesutbrudd,49,6949,1035
no.havforskning,no.mail.diverse,49,243,165
no.havforskning,no.mail.drift,49,243,165
no.jus,no.elektronikk,49,5232,1998
no.jus,no.news.drift,49,5232,1998
no.marked,no.havforskning,49,4847,1840
no.news.drift,no.mail.diverse,49,345,185
no.norsk,no.multimedia,49,11325,2296
no.pc,no.norsk,49,12883,2791
no.tele,no.telepost,49,3203,694
no.alkohol,no.marked,48,2049,918
no.alt.config,no.alt.gledesutbrudd,48,451,283
no.audio,no.mail.diverse,48,4947,852
no.biz.annonser.data,no.pc,48,276,193
no.biz.nettilbydere,no.general,48,479,145
no.elektronikk,no.jus,48,1832,584
no.general,no.mail.drift,48,47032,13121
no.general,no.unix,48,47032,13121
no.jus,no.film,48,5232,1998
no.jus,no.marked.jobb,48,5232,1998
no.litteratur,no.irc,48,2060,485
no.mac,no.elektronikk,48,11681,1053
no.mail.diverse,no.havforskning,48,1099,512
no.mail.diverse,no.news.drift,48,1099,512
no.mail.drift,no.havforskning,48,307,207
no.medisin,no.mail.diverse,48,880,278
no.ms-windows,no.www,48,4123,936
no.news.diverse,no.alt.flame,48,6024,2109
no.news.diverse,no.marked.jobb,48,6024,2109
no.news.diverse,no.musikk.gitar,48,6024,2109
no.news.drift,no.jus,48,345,185
no.pc,no.musikk,48,12883,2791
no.alt.diskusjoner,no.alt.pompelog,47,10536,4821
no.alt.pompel-og-pilt,no.alt.radio-tv.irma-1000,47,215,83
no.alt.pompelog,no.alt.diskusjoner,47,182,83
no.alt.tegneserier,no.irc,47,1182,354
no.alt.tegneserier,no.litteratur,47,1182,354
no.audio,no.kjemi,47,4947,852
no.bil,no.general,47,3441,496
no.c,no.marked,47,1412,303
no.jus,no.tele,47,5232,1998
no.mail.diverse,no.c,47,1099,512
no.mail.diverse,no.irc,47,1099,512
no.marked.data,no.film,47,4910,1299
no.medisin,no.marked.jobb,47,880,278
no.musikk,no.alt.gledesutbrudd,47,15532,1497
no.net,no.havforskning,47,1110,523
no.pc,no.www,47,12883,2791
no.stortinget,unknown,47,1495,626
no.alt.arkiv,no.alt.diskusjoner,46,74,67
no.alt.god.jul,no.general,46,399,231
no.alt.radio-tv.irma-1000,no.mail.diverse,46,108,76
no.audio,no.linux,46,4947,852
no.audio,no.litteratur,46,4947,852
no.audio,no.marked.jobb,46,4947,852
no.c,no.kjemi,46,1412,303
no.c,no.litteratur,46,1412,303
no.c,no.mac,46,1412,303
no.irc,no.multimedia,46,3970,1022
no.kjemi,no.c,46,830,350
no.mac,no.c,46,11681,1053
no.mac,no.medisin,46,11681,1053
no.marked.data,no.spill,46,4910,1299
no.musikk,no.pc,46,15532,1497
no.musikk.gitar,no.marked.jobb,46,910,220
no.norsk,no.org.efn.diskusjon,46,11325,2296
no.telepost,no.tele,46,537,316
no.alkohol,no.alt.mat,45,2049,918
no.alt.flame,no.alt.config,45,16830,5387
no.alt.frustrasjoner,no.alt.god.jul,45,21167,4522
no.alt.radio-tv.irma-1000,no.kjemi,45,108,76
no.alt.radio-tv.irma-1000,no.mail.drift,45,108,76
no.alt.radio-tv.irma-1000,no.marked,45,108,76
no.ef,no.linux,45,866,633
no.ef,no.litteratur,45,866,633
no.embnet,no.linux,45,178,157
no.embnet,no.litteratur,45,178,157
no.film,no.video,45,6949,1035
no.general,no.musikk.gitar,45,47032,13121
no.general,no.vit.diverse,45,47032,13121
no.havforskning,no.multimedia,45,243,165
no.kjemi,no.audio,45,830,350
no.kryptografi,no.general,45,330,112
no.litteratur,no.c,45,2060,485
no.mail.drift,no.irc,45,307,207
no.mail.drift,no.medisin,45,307,207
no.marked,no.c,45,4847,1840
no.marked.jobb,no.musikk.gitar,45,766,318
no.medisin,no.mac,45,880,278
no.musikk.klassisk,no.musikk,45,133,57
no.net,no.telepost,45,1110,523
no.psykologi,no.litteratur,45,1209,553
no.spill.sjakk,unknown,45,232,63
no.telepost,no.net,45,537,316
no.alt.diskusjoner,no.news.drift,44,10536,4821
no.alt.god.jul,no.alt.flame,44,399,231
no.alt.god.jul,no.alt.tegneserier,44,399,231
no.alt.god.jul,no.audio,44,399,231
no.alt.motorsykler,no.alt.config,44,26896,1305
no.alt.motorsykler,no.alt.mat,44,26896,1305
no.audio,no.bil,44,4947,852
no.audio,no.mail.drift,44,4947,852
no.c,no.elektronikk,44,1412,303
no.c,no.mail.diverse,44,1412,303
no.c,no.mail.drift,44,1412,303
no.ef,no.kjemi,44,866,633
no.elektronikk,no.marked.data,44,1832,584
no.embnet,no.kjemi,44,178,157
no.embnet,no.mac,44,178,157
no.film,no.jus,44,6949,1035
no.general,no.alt.god.jul,44,47032,13121
no.general,no.biz.nettilbydere,44,47032,13121
no.havforskning,no.net,44,243,165
no.kjemi,no.alt.radio-tv.irma-1000,44,830,350
no.kjemi,no.ef,44,830,350
no.kjemi,no.embnet,44,830,350
no.mac,no.embnet,44,11681,1053
no.mac,no.lisp,44,11681,1053
no.mail.diverse,no.audio,44,1099,512
no.mail.diverse,no.medisin,44,1099,512
no.medisin,no.mail.drift,44,880,278
no.musikk.gitar,no.news.diverse,44,910,220
no.news.diverse,no.vitser,44,6024,2109
