from_newsgroup,to_newsgroup,number_of_references,references_from_newsgroup,references_out_of_newsgroup
no.sport.fotball,no.slekt,5,7137,416
no.sport.fotball,no.speider,5,7137,416
no.sport.fotball,no.spill,5,7137,416
no.sport.fotball,no.spill.rollespill,5,7137,416
no.sport.fotball,no.spill.sjakk,5,7137,416
no.student.nett,no.litteratur,5,947,527
no.student.nett,no.marked,5,947,527
no.student.samfund,no.marked,5,701,413
no.sykkel,no.alt.flame,5,9200,1677
no.sykkel,no.litteratur,5,9200,1677
no.tegnsett,no.alkohol,5,2870,1883
no.tele,no.standard,5,19324,7115
no.test,no.psykologi,5,1919,307
no.test,no.speider,5,1919,307
no.tungregning,no.alt.frustrasjoner,5,528,506
no.tungregning,no.alt.gledesutbrudd,5,528,506
no.tungregning,no.alt.god.jul,5,528,506
no.tungregning,no.alt.mat,5,528,506
no.tungregning,no.alt.motorsykler,5,528,506
no.tungregning,no.alt.pompelog,5,528,506
no.tungregning,no.alt.radio_tv.irma1000,5,528,506
no.tungregning,no.alt.tegneserier,5,528,506
no.tungregning,no.audio,5,528,506
no.tungregning,no.c,5,528,506
no.tungregning,no.ef,5,528,506
no.tungregning,no.embnet,5,528,506
no.tungregning,no.eunet.diverse,5,528,506
no.tungregning,no.eunet.drift,5,528,506
no.tungregning,no.eunet.hjelp,5,528,506
no.tungregning,no.film,5,528,506
no.tungregning,no.org.efn.diskusjon,5,528,506
no.unix,no.biz.annonser.data,5,14256,4998
no.unix,no.org.efn.diskusjon,5,14256,4998
no.unix,no.radio_tv,5,14256,4998
no.vitser,no.alkohol,5,23838,5996
no.vr,no.film,5,707,471
no.alkohol,no.sykkel,4,26420,13785
no.alt.flame,no.alt.irctreff,4,156932,49658
no.alt.flame,no.alt.tegneserier,4,156932,49658
no.alt.frustrasjoner,no.alt.irctreff,4,142818,41663
no.alt.gledesutbrudd,no.alt.irctreff,4,34672,9680
no.alt.gledesutbrudd,no.student.nett,4,34672,9680
no.alt.gledesutbrudd,no.student.samfund,4,34672,9680
no.alt.god.jul,no.biz.annonser,4,14888,13251
no.alt.irctreff,no.ai,4,1352,116
no.alt.irctreff,no.alkohol,4,1352,116
no.alt.irctreff,no.alt.arkiv,4,1352,116
no.alt.irctreff,no.alt.config,4,1352,116
no.alt.irctreff,no.alt.diskusjoner,4,1352,116
no.alt.irctreff,no.alt.flame,4,1352,116
no.alt.irctreff,no.alt.frustrasjoner,4,1352,116
no.alt.irctreff,no.alt.gledesutbrudd,4,1352,116
no.alt.irctreff,no.alt.god.jul,4,1352,116
no.alt.irctreff,no.alt.katter,4,1352,116
no.alt.irctreff,no.alt.mat,4,1352,116
no.alt.irctreff,no.alt.mat.drikke,4,1352,116
no.alt.irctreff,no.alt.pompelog,4,1352,116
no.alt.irctreff,no.alt.radio_tv.irma1000,4,1352,116
no.alt.irctreff,no.alt.tegneserier,4,1352,116
no.alt.katter,no.hobby.diverse,4,5789,2679
no.alt.mat,no.prat.narkotika,4,13614,6912
no.alt.mat,no.religion,4,13614,6912
no.audio,no.bibsys,4,47065,21499
no.bibsys,no.audio,4,3448,2954
no.bil,no.alt.flame,4,31226,13872
no.bil,no.ms-windows,4,31226,13872
no.bil,no.org.efn.diskusjon,4,31226,13872
no.bil,no.telepost,4,31226,13872
no.biz.annonser.data,no.alt.motorsykler,4,2365,1608
no.biz.annonser.data,no.ms-windows,4,2365,1608
no.ef,no.news.diverse,4,29077,23384
no.film,no.media,4,51355,19630
no.film,no.ms-windows,4,51355,19630
no.general,no.alt.amiga,4,572652,195646
no.general,no.alt.irctreff,4,572652,195646
no.general,no.marked.diskusjon,4,572652,195646
no.general,no.uninett.drift,4,572652,195646
no.general,no.uninett.fik,4,572652,195646
no.general,no.uninett.katalog,4,572652,195646
no.hobby.diverse,no.general,4,3441,2826
no.irc,no.ms-windows,4,53520,29112
no.jus,no.ms-windows,4,59888,34547
no.jus,no.sykkel,4,59888,34547
no.kjemi,no.ms-windows,4,25136,21500
no.marked,no.reiser,4,50284,36323
no.marked,no.video,4,50284,36323
no.marked.diskusjon,no.general,4,884,728
no.medisin,no.psykologi,4,14388,9060
no.medisin,no.vit.diverse,4,14388,9060
no.ms-windows,no.bil,4,21902,9781
no.ms-windows,no.biz.annonser.data,4,21902,9781
no.ms-windows,no.film,4,21902,9781
no.ms-windows,no.irc,4,21902,9781
no.ms-windows,no.jus,4,21902,9781
no.ms-windows,no.kjemi,4,21902,9781
no.mswindow,no.unix,4,1132,348
no.news.diverse,no.alt.radio_tv.irma1000,4,62629,27354
no.norsk,no.x,4,107590,28991
no.org.efn.diskusjon,no.alt.diskusjoner,4,11860,7006
no.pc,no.biz.nettilbydere,4,72503,28078
no.prat.narkotika,no.alt.mat,4,19057,7971
no.prat.ufo,no.biz.annonser,4,4761,628
no.prat.ufo,no.hobby.diverse,4,4761,628
no.radio-tv,no.biz.annonser,4,15586,5574
no.radio_tv,no.uninett.drift,4,6092,3057
no.radio_tv,no.uninett.hjelp,4,6092,3057
no.radio_tv,no.uninett.katalog,4,6092,3057
no.reiser,no.marked,4,2299,410
no.religion,no.alt.mat,4,143204,29159
no.skole.diverse,no.slekt,4,7597,5491
no.skole.diverse,no.speider,4,7597,5491
no.skole.diverse,no.spill,4,7597,5491
no.skole.diverse,no.test,4,7597,5491
no.slekt,no.skole.diverse,4,8720,2814
no.slekt,no.test,4,8720,2814
no.sources.list,unknown,4,1388,1355
no.speider,no.skole.diverse,4,4784,1847
no.speider,no.test,4,4784,1847
no.speider,no.uninett.fik,4,4784,1847
no.spill,no.skole.diverse,4,30675,6456
no.spill,no.test,4,30675,6456
no.stortinget,no.uninett.hjelp,4,30197,14787
no.student.nett,no.x,4,947,527
no.student.samfund,no.jus,4,701,413
no.tegnsett,no.sykkel,4,2870,1883
no.tegnsett,no.tele,4,2870,1883
no.tele,no.radio_tv,4,19324,7115
no.tele,no.tegnsett,4,19324,7115
no.test,no.skole.diverse,4,1919,307
no.test,no.slekt,4,1919,307
no.test,no.vitser,4,1919,307
no.uninett.hjelp,no.stortinget,4,405,340
no.uninett.katalog,unknown,4,295,274
no.unix,no.alt.gledesutbrudd,4,14256,4998
no.video,no.biz.annonser,4,1701,1028
no.vitser,no.audio,4,23838,5996
no.vitser,no.litteratur,4,23838,5996
no.vitser,no.ms-windows,4,23838,5996
no.vr,no.religion,4,707,471
no.x,no.norsk,4,765,280
no.x,no.student.nett,4,765,280
no.ai,no.alt.irctreff,3,3748,2988
no.ai,no.kjemi,3,3748,2988
no.ai,no.kryptografi,3,3748,2988
no.ai,no.linux,3,3748,2988
no.ai,no.lisp,3,3748,2988
no.ai,no.litteratur,3,3748,2988
no.ai,no.mac,3,3748,2988
no.ai,no.marked,3,3748,2988
no.ai,no.ms-windows,3,3748,2988
no.ai,no.multimedia,3,3748,2988
no.ai,no.musikk,3,3748,2988
no.ai,no.x,3,3748,2988
no.alkohol,no.alt.fan.de-lillos,3,26420,13785
no.alkohol,no.alt.irctreff,3,26420,13785
no.alkohol,no.biz.annonser,3,26420,13785
no.alkohol,no.kryptografi,3,26420,13785
no.alkohol,no.linux,3,26420,13785
no.alkohol,no.lisp,3,26420,13785
no.alkohol,no.litteratur,3,26420,13785
no.alkohol,no.ms-windows,3,26420,13785
no.alkohol,no.musikk,3,26420,13785
no.alkohol,no.x,3,26420,13785
no.alt.amiga,no.marked,3,985,360
no.alt.amiga,no.news.diverse,3,985,360
no.alt.arkiv,no.alt.irctreff,3,2971,2714
no.alt.config,no.alt.irctreff,3,6324,4840
no.alt.diskusjoner,no.alt.fan.de-lillos,3,168368,81207
no.alt.diskusjoner,no.alt.irctreff,3,168368,81207
no.alt.diskusjoner,no.musikk.gitar,3,168368,81207
no.alt.diskusjoner,no.nuug,3,168368,81207
no.alt.diskusjoner,no.org.efn.diskusjon,3,168368,81207
no.alt.diskusjoner,no.skole.diverse,3,168368,81207
no.alt.flame,no.audio,3,156932,49658
no.alt.flame,no.biz.annonser,3,156932,49658
no.alt.flame,no.biz.diskusjoner,3,156932,49658
no.alt.flame,no.bolig,3,156932,49658
no.alt.flame,no.c,3,156932,49658
no.alt.flame,no.embnet,3,156932,49658
no.alt.frustrasjoner,no.hobby.diverse,3,142818,41663
no.alt.gledesutbrudd,no.biz.diskusjoner,3,34672,9680
no.alt.gledesutbrudd,no.bolig,3,34672,9680
no.alt.gledesutbrudd,no.elektronikk,3,34672,9680
no.alt.god.jul,no.alt.irctreff,3,14888,13251
no.alt.god.jul,no.alt.katter,3,14888,13251
no.alt.god.jul,no.alt.mat.drikke,3,14888,13251
no.alt.god.jul,no.news.diverse,3,14888,13251
no.alt.irc-treff,no.pc,3,4087,944
no.alt.irctreff,no.audio,3,1352,116
no.alt.irctreff,no.bil,3,1352,116
no.alt.irctreff,no.biz.annonser,3,1352,116
no.alt.irctreff,no.biz.diskusjoner,3,1352,116
no.alt.irctreff,no.bolig,3,1352,116
no.alt.irctreff,no.c,3,1352,116
no.alt.irctreff,no.ef,3,1352,116
no.alt.irctreff,no.elektronikk,3,1352,116
no.alt.irctreff,no.embnet,3,1352,116
no.alt.katter,no.alt.god.jul,3,5789,2679
no.alt.katter,no.alt.irctreff,3,5789,2679
no.alt.mat,no.alt.irctreff,3,13614,6912
no.alt.mat.drikke,no.alt.god.jul,3,3508,2315
no.alt.mat.drikke,no.alt.irctreff,3,3508,2315
no.alt.pompelog,no.alt.irctreff,3,4872,4129
no.alt.radio_tv.irma1000,no.alt.irctreff,3,3234,2591
no.alt.sjokolade,no.film,3,1923,847
no.alt.tegneserier,no.alt.flame,3,18956,14973
no.alt.tegneserier,no.alt.irctreff,3,18956,14973
no.amiga,no.biz.annonser.data,3,13494,803
no.amiga,no.linux,3,13494,803
no.amiga,no.x,3,13494,803
no.audio,no.amiga,3,47065,21499
no.audio,no.biz.annonser.data,3,47065,21499
no.biz.annonser,no.unix,3,6978,4924
no.biz.annonser.data,no.audio,3,2365,1608
no.biz.annonser.data,no.linux,3,2365,1608
no.biz.annonser.data,no.mac,3,2365,1608
no.biz.annonser.data,no.unix,3,2365,1608
no.bolig,no.ms-windows,3,1856,1068
no.bolig,no.multimedia,3,1856,1068
no.ef,no.ms-windows,3,29077,23384
no.ef,no.x,3,29077,23384
no.embnet,no.ms-windows,3,17286,16200
no.embnet,no.x,3,17286,16200
no.folklore.generelt,no.prat.seksualitet,3,24,23
no.general,no.org.dnd,3,572652,195646
no.havforskning,no.medisin,3,17004,15678
no.havforskning,no.prat.politikk,3,17004,15678
no.havforskning,no.skole.diverse,3,17004,15678
no.havforskning,no.vit.diverse,3,17004,15678
no.irc,no.medisin,3,53520,29112
no.it.emacs,no.unix,3,3435,945
no.it.os.os2,no.it.diverse,3,1948,96
no.it.os.os2,no.unix,3,1948,96
no.kjemi,no.prat.politikk,3,25136,21500
no.kjemi,no.skole.diverse,3,25136,21500
no.kryptografi,no.ms-windows,3,2038,983
no.kryptografi,no.multimedia,3,2038,983
no.kryptografi,no.musikk,3,2038,983
no.lisp,no.x,3,12384,10668
no.mac,no.biz.annonser.data,3,71238,24654
no.mail.diverse,no.tele,3,26660,21940
no.marked,no.religion,3,50284,36323
no.marked,no.vit.diverse,3,50284,36323
no.marked.jobb,no.amiga,3,20015,16808
no.marked.jobb,no.student.nett,3,20015,16808
no.medisin,no.havforskning,3,14388,9060
no.medisin,no.irc,3,14388,9060
no.ms-windows,no.bolig,3,21902,9781
no.ms-windows,no.ef,3,21902,9781
no.ms-windows,no.embnet,3,21902,9781
no.ms-windows,no.kryptografi,3,21902,9781
no.ms-windows,no.org.efn.diskusjon,3,21902,9781
no.ms-windows,no.vitser,3,21902,9781
no.multimedia,no.bolig,3,31206,26667
no.multimedia,no.kryptografi,3,31206,26667
no.musikk,no.kryptografi,3,140052,23221
no.musikk,no.reiser,3,140052,23221
no.net,no.vitser,3,23765,19184
no.news.diverse,no.it.diverse,3,62629,27354
no.news.diverse,no.prat.narkotika,3,62629,27354
no.nuug,no.uninett.diverse,3,3090,2947
no.nuug,no.uninett.drift,3,3090,2947
no.nuug,no.uninett.hjelp,3,3090,2947
no.nuug,no.uninett.katalog,3,3090,2947
no.nuug,no.uninett.skole,3,3090,2947
no.org.nobug.diverse,unknown,3,143,3
no.pc,no.alt.amiga,3,72503,28078
no.pc,no.typografi,3,72503,28078
no.perl,no.marked.jobb,3,3503,972
no.perl,no.musikk,3,3503,972
no.prat.aksjer,no.marked.jobb,3,1613,355
no.prat.aksjer,no.musikk,3,1613,355
no.prat.politikk,no.vit.diverse,3,51683,26609
no.radio_tv,no.student.nett,3,6092,3057
no.radio_tv,no.uninett.fik,3,6092,3057
no.reiser,no.musikk,3,2299,410
no.sources.list,no.uninett.fik,3,1388,1355
no.sources.wanted,no.uninett.fik,3,1564,1441
no.spill,no.uninett.fik,3,30675,6456
no.sport.diverse,no.uninett.fik,3,15689,4266
no.standard,no.general,3,928,767
no.standard,no.uninett.fik,3,928,767
no.stortinget,no.skole.diverse,3,30197,14787
no.stortinget,no.uninett.diverse,3,30197,14787
no.stortinget,no.uninett.drift,3,30197,14787
no.stortinget,no.uninett.fik,3,30197,14787
no.stortinget,no.uninett.katalog,3,30197,14787
no.stortinget,no.vit.diverse,3,30197,14787
no.student.nett,no.alt.frustrasjoner,3,947,527
no.student.nett,no.marked.jobb,3,947,527
no.student.nett,no.news.diverse,3,947,527
no.student.nett,no.radio_tv,3,947,527
no.tegnsett,no.marked.data,3,2870,1883
no.tegnsett,no.musikk,3,2870,1883
no.tegnsett,no.news.diverse,3,2870,1883
no.tegnsett,no.uninett.fik,3,2870,1883
no.tegnsett,no.uninett.skole,3,2870,1883
no.tele,no.biz.annonser,3,19324,7115
no.tele,no.vit.diverse,3,19324,7115
no.telepost,no.uninett.fik,3,7580,5114
no.test,no.biz.nettilbydere,3,1919,307
no.test,no.musikk.gitar,3,1919,307
no.test,no.tele,3,1919,307
no.tungregning,no.uninett.fik,3,528,506
no.typografi,no.norsk.fagord,3,3442,2698
no.uninett.diverse,no.stortinget,3,1453,1230
no.uninett.diverse,no.uninett.fik,3,1453,1230
no.uninett.drift,no.stortinget,3,395,311
no.uninett.drift,no.uninett.fik,3,395,311
no.uninett.fik,no.radio_tv,3,55,49
no.uninett.fik,no.slekt,3,55,49
no.uninett.fik,no.sources.list,3,55,49
no.uninett.fik,no.sources.wanted,3,55,49
no.uninett.fik,no.speider,3,55,49
no.uninett.fik,no.spill,3,55,49
no.uninett.fik,no.sport.diverse,3,55,49
no.uninett.fik,no.standard,3,55,49
no.uninett.fik,no.stortinget,3,55,49
no.uninett.fik,no.tegnsett,3,55,49
no.uninett.fik,no.telepost,3,55,49
no.uninett.fik,no.tungregning,3,55,49
no.uninett.fik,no.uninett.diverse,3,55,49
no.uninett.fik,no.uninett.drift,3,55,49
no.uninett.fik,no.uninett.hjelp,3,55,49
no.uninett.fik,no.uninett.katalog,3,55,49
no.uninett.hjelp,no.uninett.fik,3,405,340
no.uninett.katalog,no.stortinget,3,295,274
no.uninett.katalog,no.uninett.fik,3,295,274
no.unix,no.biz.annonser,3,14256,4998
no.unix,no.it.diverse,3,14256,4998
no.unix,no.it.os.os2,3,14256,4998
no.unix,no.mswindow,3,14256,4998
no.vit.diverse,no.marked,3,3710,1319
no.vit.diverse,no.prat.politikk,3,3710,1319
no.vit.diverse,no.tele,3,3710,1319
no.vitser,no.ai,3,23838,5996
no.vitser,no.alt.arkiv,3,23838,5996
no.vitser,no.alt.config,3,23838,5996
no.vitser,no.alt.mat,3,23838,5996
no.vitser,no.alt.mat.drikke,3,23838,5996
no.vitser,no.alt.motorsykler,3,23838,5996
no.vitser,no.multimedia,3,23838,5996
no.vitser,no.net,3,23838,5996
no.vitser,no.tele,3,23838,5996
no.x,no.ai,3,765,280
no.x,no.alkohol,3,765,280
no.x,no.audio,3,765,280
no.x,no.bil,3,765,280
no.x,no.bolig,3,765,280
no.x,no.ef,3,765,280
no.x,no.elektronikk,3,765,280
no.x,no.embnet,3,765,280
no.x,no.film,3,765,280
no.x,no.irc,3,765,280
no.x,no.lisp,3,765,280
no.ai,no.alt.fan.de-lillos,2,3748,2988
no.ai,no.biz.annonser,2,3748,2988
no.ai,no.biz.diskusjoner,2,3748,2988
no.alkohol,no.biz.diskusjoner,2,26420,13785
no.alkohol,no.vitser,2,26420,13785
no.alt.amiga,no.spill,2,985,360
no.alt.arkiv,no.alt.fan.de-lillos,2,2971,2714
no.alt.arkiv,no.audio,2,2971,2714
no.alt.arkiv,no.bil,2,2971,2714
no.alt.arkiv,no.biz.annonser,2,2971,2714
no.alt.arkiv,no.biz.diskusjoner,2,2971,2714
no.alt.arkiv,no.bolig,2,2971,2714
no.alt.arkiv,no.elektronikk,2,2971,2714
no.alt.config,no.alt.fan.de-lillos,2,6324,4840
no.alt.config,no.audio,2,6324,4840
no.alt.config,no.bil,2,6324,4840
no.alt.config,no.biz.annonser,2,6324,4840
no.alt.config,no.biz.diskusjoner,2,6324,4840
no.alt.config,no.bolig,2,6324,4840
no.alt.config,no.elektronikk,2,6324,4840
no.alt.config,no.news.drift,2,6324,4840
no.alt.diskusjoner,no.bolig,2,168368,81207
no.alt.diskusjoner,no.ms-windows,2,168368,81207
no.alt.diskusjoner,no.x,2,168368,81207
no.alt.fan.de-lillos,no.ai,2,402,77
no.alt.fan.de-lillos,no.alt.arkiv,2,402,77
no.alt.fan.de-lillos,no.alt.config,2,402,77
no.alt.fan.de-lillos,no.alt.flame,2,402,77
no.alt.fan.de-lillos,unknown,2,402,77
no.alt.flame,no.alt.fan.de-lillos,2,156932,49658
no.alt.flame,no.speider,2,156932,49658
no.alt.frustrasjoner,no.bibsys,2,142818,41663
no.alt.frustrasjoner,no.kryptografi,2,142818,41663
no.alt.frustrasjoner,no.marked.bil,2,142818,41663
no.alt.frustrasjoner,no.marked.bolig,2,142818,41663
no.alt.frustrasjoner,no.prat.ufo,2,142818,41663
no.alt.frustrasjoner,no.uninett.diverse,2,142818,41663
no.alt.gledesutbrudd,no.radio-tv,2,34672,9680
no.alt.god.jul,no.biz.diskusjoner,2,14888,13251
no.alt.god.jul,no.bolig,2,14888,13251
no.alt.mat,no.biz.diskusjoner,2,13614,6912
no.alt.mat,no.bolig,2,13614,6912
no.alt.mat,no.elektronikk,2,13614,6912
no.alt.pompelog,no.bil,2,4872,4129
no.alt.pompelog,no.biz.annonser,2,4872,4129
no.alt.pompelog,no.bolig,2,4872,4129
no.alt.pompelog,no.elektronikk,2,4872,4129
no.alt.radio-tv.irma-1000,no.norsk,2,12006,11504
no.alt.radio_tv.irma1000,no.bil,2,3234,2591
no.alt.radio_tv.irma1000,no.biz.annonser,2,3234,2591
no.alt.radio_tv.irma1000,no.biz.diskusjoner,2,3234,2591
no.alt.radio_tv.irma1000,no.bolig,2,3234,2591
no.alt.radio_tv.irma1000,no.elektronikk,2,3234,2591
no.alt.radio_tv.irma1000,no.news.diverse,2,3234,2591
no.alt.radio_tv.irma1000,no.x,2,3234,2591
no.alt.tegneserier,no.ms-windows,2,18956,14973
no.alt.tegneserier,no.unix,2,18956,14973
no.amiga,no.marked,2,13494,803
no.audio,no.vitser,2,47065,21499
no.bil,no.pc,2,31226,13872
no.biz.annonser,no.medisin,2,6978,4924
no.biz.annonser,no.skole.diverse,2,6978,4924
no.biz.annonser,no.vit.diverse,2,6978,4924
no.biz.annonser.data,no.alt.god.jul,2,2365,1608
no.biz.annonser.data,no.c,2,2365,1608
no.biz.annonser.data,no.media,2,2365,1608
no.biz.annonser.data,no.www,2,2365,1608
no.biz.diskusjoner,no.alt.frustrasjoner,2,1933,1624
no.biz.diskusjoner,no.vitser,2,1933,1624
no.bolig,no.alt.god.jul,2,1856,1068
no.bolig,no.news.diverse,2,1856,1068
no.bolig,no.svar,2,1856,1068
no.c,no.biz.annonser.data,2,23413,17227
no.c,no.medisin,2,23413,17227
no.c,no.www,2,23413,17227
no.ef,no.medisin,2,29077,23384
no.elektronikk,no.alt.gledesutbrudd,2,24612,17793
no.embnet,no.medisin,2,17286,16200
no.embnet,no.news.diverse,2,17286,16200
no.film,no.hobby.diverse,2,51355,19630
no.film,no.medisin,2,51355,19630
no.film,no.vitser,2,51355,19630
no.folklore.generelt,no.alt.god.jul,2,24,23
no.folklore.generelt,no.c,2,24,23
no.folklore.generelt,no.general,2,24,23
no.folklore.generelt,no.marked,2,24,23
no.folklore.overtro,no.c,2,18,17
no.folklore.overtro,no.general,2,18,17
no.general,no.mswindow,2,572652,195646
no.hobby.diverse,no.alt.god.jul,2,3441,2826
no.hobby.diverse,no.sport.diverse,2,3441,2826
no.irc,no.alt.irctreff,2,53520,29112
no.it.diverse,no.alt.gledesutbrudd,2,2530,1534
no.jus,no.skole.diverse,2,59888,34547
no.jus,no.student.samfund,2,59888,34547
no.jus,no.vit.diverse,2,59888,34547
no.lisp,no.news.diverse,2,12384,10668
no.litteratur,no.student.nett,2,29283,20463
no.litteratur,no.student.samfund,2,29283,20463
no.litteratur,no.vit.diverse,2,29283,20463
no.marked,no.alt.amiga,2,50284,36323
no.marked,no.skole.diverse,2,50284,36323
no.marked.bolig,no.alt.god.jul,2,1234,1102
no.marked.data,no.religion,2,33874,20913
no.marked.data,no.student.nett,2,33874,20913
no.marked.data,no.student.samfund,2,33874,20913
no.marked.jobb,no.alt.diskusjoner,2,20015,16808
no.marked.jobb,no.skole.diverse,2,20015,16808
no.marked.jobb,no.student.samfund,2,20015,16808
no.marked.jobb,no.uninett.diverse,2,20015,16808
no.marked.jobb,no.vit.diverse,2,20015,16808
no.media,no.alt.god.jul,2,862,728
no.media,no.biz.annonser.data,2,862,728
no.media,no.spill,2,862,728
no.medisin,no.biz.annonser,2,14388,9060
no.medisin,no.c,2,14388,9060
no.medisin,no.ef,2,14388,9060
no.medisin,no.embnet,2,14388,9060
no.medisin,no.film,2,14388,9060
no.medisin,no.musikk.gitar,2,14388,9060
no.medisin,no.news.diverse,2,14388,9060
no.medisin,no.skole.diverse,2,14388,9060
no.medisin,no.student.nett,2,14388,9060
no.medisin,no.student.samfund,2,14388,9060
no.ms-windows,no.alt.god.jul,2,21902,9781
no.ms-windows,no.alt.tegneserier,2,21902,9781
no.mswindow,no.general,2,1132,348
no.mswindow,no.net,2,1132,348
no.mswindow,no.x,2,1132,348
no.multimedia,no.vitser,2,31206,26667
no.musikk,no.vitser,2,140052,23221
no.musikk.gitar,no.medisin,2,15536,12739
no.net,no.mswindow,2,23765,19184
no.news.diverse,no.alt.amiga,2,62629,27354
no.norsk,no.alt.radio-tv.irma-1000,2,107590,28991
no.norsk,no.student.samfund,2,107590,28991
no.norsk,no.vit.diverse,2,107590,28991
no.pc,no.ai,2,72503,28078
no.pc,no.alt.irc-treff,2,72503,28078
no.pc,no.bil,2,72503,28078
no.pc,no.x,2,72503,28078
no.perl,no.elektronikk,2,3503,972
no.prat.seksualitet,no.medisin,2,25183,3836
no.radio_tv,no.alt.flame,2,6092,3057
no.reiser,no.jus,2,2299,410
no.religion,no.alkohol,2,143204,29159
no.religion,no.film,2,143204,29159
no.skole.diverse,no.biz.annonser,2,7597,5491
no.skole.diverse,no.jus,2,7597,5491
no.skole.diverse,no.marked,2,7597,5491
no.skole.diverse,no.marked.jobb,2,7597,5491
no.skole.diverse,no.medisin,2,7597,5491
no.skole.diverse,no.student.nett,2,7597,5491
no.skole.diverse,no.student.samfund,2,7597,5491
no.sport.orientering,unknown,2,37,2
no.student.nett,no.alt.god.jul,2,947,527
no.student.nett,no.medisin,2,947,527
no.student.nett,no.skole.diverse,2,947,527
no.student.nett,no.vit.diverse,2,947,527
no.student.samfund,no.alt.god.jul,2,701,413
no.student.samfund,no.litteratur,2,701,413
no.student.samfund,no.marked.jobb,2,701,413
no.student.samfund,no.medisin,2,701,413
no.student.samfund,no.musikk,2,701,413
no.student.samfund,no.norsk,2,701,413
no.student.samfund,no.skole.diverse,2,701,413
no.student.samfund,no.vit.diverse,2,701,413
no.tele,no.biz.annonser.data,2,19324,7115
no.unix,no.svar,2,14256,4998
no.vit.diverse,no.biz.annonser,2,3710,1319
no.vit.diverse,no.jus,2,3710,1319
no.vit.diverse,no.marked.jobb,2,3710,1319
no.vit.diverse,no.norsk,2,3710,1319
no.vit.diverse,no.student.nett,2,3710,1319
no.vit.diverse,no.student.samfund,2,3710,1319
no.vitser,no.alt.pompel-og-pilt,2,23838,5996
no.vitser,no.alt.radio-tv.irma-1000,2,23838,5996
no.vitser,no.marked.data,2,23838,5996
no.vitser,no.radio_tv,2,23838,5996
no.vitser,no.slekt,2,23838,5996
no.www,no.biz.annonser.data,2,14654,2747
